Ax,Ay,Az
511,-423,15645
511,-423,15646
511,-426,15640
511,-426,15642
511,-426,15641
511,-427,15639
511,-423,15642
511,-423,15643
511,-424,15644
511,-424,15640
511,-422,15639
511,-423,15640
511,-421,15642
511,-424,15643
511,-423,15643
511,-420,15642
511,-418,15646
511,-416,15647
511,-415,15647
511,-414,15644
511,-414,15645
511,-413,15645
511,-413,15645
511,-414,15644
511,-416,15646
511,-418,15643
511,-420,15640
511,-419,15643
511,-416,15642
511,-415,15643
511,-414,15644
511,-413,15643
511,-413,15641
511,-413,15644
511,-413,15646
511,-410,15647
511,-411,15647
511,-408,15647
511,-408,15648
511,-405,15645
511,-403,15645
511,-406,15647
511,-409,15645
511,-410,15646
511,-412,15647
511,-413,15648
511,-417,15651
511,-417,15651
511,-417,15649
511,-417,15647
511,-421,15646
511,-421,15647
511,-421,15646
511,-420,15643
511,-419,15641
511,-417,15637
511,-416,15634
511,-419,15633
511,-416,15636
511,-412,15637
511,-414,15634
511,-414,15634
511,-416,15631
511,-417,15631
511,-420,15633
511,-419,15634
511,-420,15631
511,-419,15631
511,-419,15632
511,-420,15633
511,-421,15631
511,-424,15628
511,-425,15627
511,-423,15629
511,-424,15633
511,-425,15637
511,-426,15636
511,-427,15637
511,-428,15635
511,-425,15634
511,-423,15633
511,-421,15636
511,-422,15636
511,-426,15636
511,-426,15634
511,-423,15632
511,-421,15632
511,-419,15635
511,-416,15635
511,-416,15636
511,-419,15635
511,-422,15633
511,-424,15636
511,-429,15637
511,-429,15641
511,-428,15643
511,-424,15647
511,-421,15646
511,-422,15646
511,-422,15645
511,-422,15645
511,-421,15646
511,-419,15647
511,-417,15647
511,-421,15649
511,-419,15647
511,-417,15646
511,-416,15647
511,-419,15646
511,-417,15644
511,-417,15646
511,-417,15647
511,-415,15647
511,-413,15644
511,-412,15645
511,-413,15644
511,-412,15646
511,-414,15646
511,-411,15644
511,-409,15644
511,-407,15648
511,-406,15648
511,-410,15649
511,-412,15649
511,-412,15646
511,-416,15648
511,-418,15650
511,-418,15651
511,-416,15654
511,-416,15654
511,-417,15656
511,-416,15656
511,-418,15657
511,-420,15656
511,-421,15654
511,-421,15653
511,-421,15651
511,-418,15651
511,-415,15652
511,-416,15651
511,-418,15651
511,-415,15653
511,-417,15651
511,-417,15651
511,-421,15653
511,-421,15649
511,-421,15652
511,-419,15649
511,-417,15650
511,-415,15649
511,-416,15645
511,-416,15645
511,-417,15647
511,-418,15649
511,-419,15654
511,-421,15654
511,-422,15651
511,-419,15650
511,-416,15648
511,-414,15650
511,-414,15650
511,-413,15651
511,-412,15651
511,-410,15650
511,-413,15646
511,-411,15648
511,-410,15649
511,-411,15651
511,-414,15651
511,-417,15651
511,-416,15651
511,-415,15652
511,-414,15648
511,-414,15647
511,-414,15648
511,-414,15649
511,-413,15649
511,-412,15649
511,-412,15653
511,-416,15656
511,-418,15656
511,-418,15657
511,-420,15658
511,-420,15659
511,-419,15660
511,-420,15661
511,-420,15657
511,-421,15657
511,-423,15655
511,-424,15653
511,-422,15653
511,-421,15652
511,-424,15653
511,-423,15657
511,-424,15653
511,-426,15648
511,-428,15648
511,-430,15648
511,-431,15645
511,-431,15643
511,-429,15646
511,-428,15647
511,-427,15648
511,-427,15648
511,-425,15647
511,-427,15645
511,-431,15643
511,-430,15645
511,-427,15646
511,-426,15903
256,-424,15904
256,-425,15904
256,-425,15643
511,-425,15642
511,-426,15642
511,-423,15642
511,-423,15643
511,-424,15644
511,-425,15648
511,-425,15648
511,-427,15652
511,-428,15652
511,-426,15652
511,-427,15649
511,-427,15645
511,-425,15645
511,-423,15644
511,-422,15649
511,-423,15650
511,-425,15648
511,-425,15647
511,-421,15646
511,-420,15643
511,-419,15646
511,-419,15904
256,-417,15904
256,-416,15905
256,-418,15649
511,-421,15648
511,-419,15647
511,-416,15646
511,-416,15649
511,-417,15648
511,-419,15648
511,-421,15646
511,-421,15648
511,-425,15648
511,-424,15648
511,-423,15647
511,-424,15647
511,-421,15648
511,-420,15648
511,-422,15647
511,-422,15647
511,-420,15644
511,-421,15641
511,-421,15640
511,-426,15642
511,-427,15641
511,-427,15636
511,-429,15631
511,-428,15633
511,-426,15631
511,-429,15631
511,-428,15630
511,-430,15627
511,-433,15626
511,-434,15628
511,-435,15628
511,-432,15631
511,-432,15634
511,-428,15636
511,-429,15636
511,-431,15639
511,-430,15636
511,-429,15637
511,-432,15637
511,-434,15635
511,-431,15635
511,-429,15638
511,-428,15639
511,-429,15641
511,-428,15643
511,-424,15641
511,-424,15639
511,-423,15641
511,-424,15642
511,-425,15641
511,-425,15641
511,-425,15644
511,-426,15644
511,-425,15646
511,-425,15647
511,-425,15649
511,-425,15650
511,-421,15649
511,-421,15647
511,-419,15645
511,-417,15644
511,-417,15643
511,-415,15645
511,-420,15641
511,-420,15643
511,-420,15644
511,-423,15644
511,-423,15645
511,-425,15647
511,-425,15651
511,-425,15649
511,-425,15647
511,-427,15647
511,-427,15646
511,-426,15646
511,-426,15643
511,-426,15642
511,-424,15645
511,-425,15644
511,-425,15645
511,-426,15648
511,-425,15646
511,-424,15646
511,-423,15646
511,-420,15644
511,-420,15643
511,-420,15644
511,-420,15644
511,-421,15644
511,-421,15645
511,-419,15646
511,-418,15645
511,-415,15648
511,-415,15650
511,-414,15650
511,-416,15653
511,-416,15656
511,-420,15657
511,-422,15657
511,-424,15656
511,-427,15655
511,-428,15654
511,-425,15655
511,-426,15656
511,-425,15656
511,-425,15654
511,-426,15651
511,-424,15650
511,-424,15649
511,-423,15650
511,-424,15651
511,-425,15647
511,-424,15647
511,-419,15644
511,-416,15644
511,-417,15644
511,-420,15643
511,-422,15643
511,-423,15643
511,-425,15645
511,-424,15644
511,-428,15642
511,-428,15642
511,-428,15641
511,-428,15638
511,-428,15643
511,-425,15643
511,-423,15644
511,-424,15646
511,-423,15648
511,-423,15648
511,-422,15648
511,-423,15902
256,-421,15644
511,-420,15644
511,-422,15643
511,-422,15899
256,-419,15897
256,-423,15897
256,-425,15899
256,-426,15897
256,-421,15895
256,-421,15894
256,-418,15895
256,-416,15896
256,-417,15640
511,-419,15641
511,-421,15640
511,-420,15640
511,-424,15639
511,-423,15638
511,-424,15636
511,-427,15637
511,-430,15635
511,-430,15632
511,-430,15630
511,-428,15633
511,-431,15634
511,-432,15632
511,-431,15632
511,-431,15635
511,-428,15634
511,-427,15632
511,-427,15633
511,-427,15634
511,-427,15640
511,-422,15640
511,-422,15639
511,-425,15638
511,-423,15638
511,-425,15639
511,-425,15637
511,-427,15640
