Ax,Ay,Az
511,-468,15640
511,-476,15644
511,-660,15836
511,-408,15664
511,-452,15620
511,-456,15684
511,-420,15620
511,-472,15652
511,-508,15664
511,-460,15928
256,-728,16052
256,-716,15868
511,-704,15856
511,-672,15852
255,-560,15848
511,-412,15672
511,-480,15640
511,-436,15640
511,-428,15888
256,-412,15616
511,-492,15708
511,-700,15852
511,-496,15632
511,-740,15868
511,-480,15884
256,-424,15640
255,-268,15928
0,-288,15648
511,-420,15672
511,-396,15656
511,-488,15700
255,-516,16116
256,-452,15620
511,-456,15644
511,-720,15864
511,-492,15616
511,-500,15644
511,-436,15620
511,-440,15920
256,-744,15860
511,-476,15932
256,-488,15676
511,-468,15660
511,-452,15620
511,-708,15864
511,-468,15672
511,-452,15892
256,-492,15692
511,-480,15656
511,-424,15616
511,-448,15652
511,-424,15884
256,-480,15896
256,-448,15636
511,-420,15932
256,-436,15644
511,-684,15864
511,-404,15924
256,-416,15624
511,-428,15944
256,-400,15660
511,-440,15692
511,-492,15896
256,-456,15672
511,-472,15624
511,-676,15856
511,-692,15860
511,-684,15848
511,-448,15640
511,-460,15636
511,-672,15844
511,-472,15624
511,-500,15640
511,-716,16112
256,-456,15628
511,-468,15616
511,-420,15656
255,-264,15632
511,-464,15636
511,-476,15688
511,-420,15616
511,-432,15920
0,-280,15660
511,-424,15656
511,-448,15640
511,-436,15684
511,-708,15804
511,-424,15708
511,-432,15688
511,-748,15832
511,-476,15656
511,-428,15688
511,-428,15668
256,-700,15860
511,-680,15836
511,-472,15884
256,-440,15916
256,-708,16124
256,-668,16120
256,-460,15648
511,-428,15680
511,-688,16120
256,-492,15648
511,-456,15880
256,-424,15652
511,-452,15632
511,-404,15676
511,-424,15688
511,-492,15624
511,-480,15692
511,-456,15640
511,-468,15636
511,-472,15620
511,-464,15896
256,-452,15616
511,-484,15664
511,-480,15904
0,-516,15868
511,-420,15732
511,-476,15680
511,-684,16104
256,-448,15652
511,-468,15644
511,-468,15660
511,-480,15672
511,-464,15652
511,-492,15644
511,-440,15636
511,-476,15624
511,-484,15660
511,-672,15828
511,-460,15912
