Ax,Ay,Az,Gx,Gy,Gz
-256,-393,15704,511,581,-72
-256,-399,15709,511,580,-74
-256,-403,15709,511,579,-74
-256,-398,15708,511,580,-75
-256,-394,15710,511,579,-76
-256,-391,15713,511,578,-77
-256,-385,15716,511,577,-78
-256,-377,15719,511,577,-78
-256,-375,15723,511,576,-79
-256,-383,15725,511,574,-77
-256,-382,15726,511,575,-78
-256,-383,15728,511,575,-82
-256,-383,15732,511,575,-83
-256,-385,15731,511,575,-82
-256,-391,15728,511,575,-83
-256,-390,15720,511,575,-83
-256,-393,15715,511,576,-83
-256,-394,15716,511,576,-82
-256,-389,15712,511,574,-81
-256,-385,15714,511,573,-80
-256,-384,15716,511,574,-80
-256,-383,15715,511,572,-82
-256,-385,15719,511,573,-83
-256,-387,15718,511,574,-83
-256,-389,15716,511,575,-78
-256,-390,15714,511,575,-74
-256,-395,15973,256,575,-73
-256,-394,15727,511,577,-76
-256,-395,15727,511,574,-76
-256,-395,15725,511,573,-74
-256,-396,15723,511,576,-72
-256,-401,15719,511,574,-74
-256,-409,15715,511,575,-76
-256,-411,15719,511,574,-74
-256,-407,15719,511,572,-75
-256,-407,15717,511,573,-76
-256,-398,15971,256,574,-74
-256,-392,15972,256,575,-70
-256,-394,15719,511,575,-73
-256,-392,15721,511,578,-72
-256,-391,15722,511,579,-74
-256,-398,15722,511,579,-76
-256,-399,15722,511,578,-75
-256,-390,15723,511,578,-74
-256,-386,15723,511,577,-75
-256,-389,15721,511,577,-75
-256,-393,15720,511,576,-77
-256,-389,15721,511,577,-76
-256,-385,15722,511,579,-75
-256,-387,15722,511,579,-74
-256,-390,15727,511,579,-77
-256,-393,15727,511,581,-77
-256,-393,15719,511,580,-76
-256,-391,15719,511,579,-77
-256,-393,15718,511,579,-76
-256,-398,15714,511,579,-74
-256,-399,15710,511,580,-72
-256,-400,15705,511,577,-71
-256,-405,15710,511,576,-70
-256,-408,15710,511,577,-69
-256,-404,15705,511,578,-69
-256,-401,15702,511,582,-72
-256,-398,15704,511,582,-72
-256,-397,15705,511,582,-71
-256,-396,15709,511,584,-70
-256,-390,15965,256,583,-72
-256,-389,15710,511,583,-72
-256,-389,15705,511,585,-72
-256,-384,15707,511,584,-75
-256,-386,15714,511,584,-74
-256,-385,15713,511,582,-73
-256,-391,15713,511,581,-73
-256,-397,15708,511,581,-71
-256,-396,15713,511,580,-71
-256,-391,15976,256,579,-71
-256,-387,15973,256,581,-73
-256,-392,15974,256,581,-73
-256,-397,15980,256,581,-71
-256,-399,15726,511,581,-72
-256,-397,15732,511,583,-70
-256,-394,15733,511,584,-71
-256,-393,15734,511,585,-71
-256,-396,15736,511,586,-71
-256,-398,15736,511,585,-74
-256,-396,15731,511,586,-76
-256,-400,15729,511,588,-77
-256,-397,15728,511,588,-78
-256,-394,15727,511,585,-75
-256,-394,15727,511,583,-74
-256,-393,15734,511,584,-72
-256,-399,15739,511,583,-72
-256,-397,15736,511,581,-72
-256,-395,15732,511,580,-72
-256,-400,15728,511,579,-71
-256,-401,15724,511,578,-75
-256,-398,15726,511,579,-76
-256,-391,15722,511,579,-72
-256,-389,15710,511,580,-70
-256,-387,15710,511,579,-72
-256,-381,15715,511,576,-74
-256,-381,15718,511,576,-74
-256,-387,15715,511,576,-72
-256,-389,15712,511,579,-73
-256,-390,15713,511,581,-72
-256,-394,15970,256,582,-71
-256,-396,15976,256,581,-71
-256,-399,15986,256,579,-72
-256,-398,15978,256,580,-72
-256,-397,15725,511,580,-73
