Ax,Ay,Az,Gx,Gy,Gz
0,-356,15632,511,590,-72
0,-600,16120,256,577,-95
0,-596,15868,511,591,-84
0,-388,15692,511,552,-109
0,-368,15640,511,574,-100
0,-368,15912,256,572,-88
0,-332,15964,256,582,-78
0,-412,15668,511,559,-82
0,-356,15692,511,568,-62
0,-336,15712,511,574,-109
0,-352,15648,511,542,-75
0,-340,15940,256,551,-76
0,-356,15628,511,575,-79
0,-396,15708,511,574,-78
0,-356,15656,511,568,-94
0,-400,15636,511,561,-89
0,-328,15932,256,579,-96
0,-340,15664,511,553,-98
0,-328,15636,511,597,-91
255,-412,15904,256,572,-59
0,-440,15668,511,590,-88
0,-320,15624,511,573,-81
0,-376,15652,511,566,-97
0,-676,15860,511,569,-95
0,-364,15916,256,562,-74
0,-376,15664,511,561,-88
0,-436,15900,256,586,-98
0,-412,15672,511,579,-57
0,-372,15660,511,600,-70
0,-360,15660,511,560,-93
0,-600,16104,256,563,-66
0,-340,15636,511,573,-91
0,-340,15684,511,557,-65
0,-376,15888,256,578,-103
0,-396,15688,511,572,-85
0,-344,15932,256,582,-66
0,-360,15708,511,567,-77
0,-360,15880,256,573,-98
0,-296,15672,511,572,-69
0,-336,15684,511,586,-86
0,-392,15736,511,553,-103
0,-420,15668,511,588,-43
0,-384,15680,511,578,-65
0,-332,15640,511,583,-84
0,-392,15696,511,580,-59
0,-640,15864,256,573,-66
0,-376,15924,256,607,-116
0,-616,15852,511,549,-81
0,-432,15660,511,573,-76
0,-420,15684,511,584,-87
0,-336,15936,256,543,-95
0,-304,15892,256,602,-79
0,-372,15676,511,591,-79
